X_TREE	Y_TREE	BAREA	DBH	VOL	SPP
174.55	430.05	0.2	51	3.05	0
171.93	435.7	0.29	61	4.57	2
175.19	435.39	0.15	43	2.04	0
178.46	438.73	0.19	49	2.78	0
184.74	439.88	0.49	79	7.9	4
184.58	448.76	0.37	69	5.97	4
187.85	454.22	0.23	54	3.48	3
193.82	458.77	0.06	27	0.64	4
199.31	452.36	0.16	45	2.27	0
194.13	450.56	0.02	14	0.11	0
196.37	447.2	0.2	51	3.05	5
197.21	440.12	0.2	50	2.91	0
196.8	434.15	0.15	43	2.04	4
194.18	434.09	0.29	61	4.57	2
190.54	438.66	0.12	39	1.61	0
200.88	432.43	0.11	38	1.51	0
202.98	435.41	0.19	49	2.78	0
205.23	442.14	0.27	59	4.24	5
205.54	453.99	0.33	65	5.25	4
203.83	460.72	0.1	36	1.33	7
212.69	454.19	0.29	61	4.57	4
209.85	452.28	0.19	49	2.78	4
214.52	447.54	0.31	63	4.91	4
220.43	448.32	0.2	51	3.05	4
222.17	441.97	0.28	60	4.41	5
222.04	436.67	0.07	29	0.77	5
217.45	436.06	0.04	22	0.38	1
214.68	436.73	0.28	60	4.41	5
214.25	440.59	0.15	44	2.16	5
210.72	429.72	0.02	17	0.19	5
206.14	428.64	0.19	49	2.78	2
205.21	422.59	0.14	42	1.93	1
203.77	417.6	0.07	29	0.77	5
204.25	415.63	0.15	43	2.04	1
209.09	412.45	0.06	28	0.71	0
210.93	421.31	0.25	56	3.77	0
218.66	427.31	0.19	49	2.78	0
226.21	434.95	0.22	53	3.33	5
228.84	429.84	0.19	49	2.78	4
233.22	424.57	0.1	35	1.24	0
240.13	419.57	0.11	37	1.42	0
234.38	415.12	0.16	45	2.27	0
230.3	415.29	0.19	49	2.78	0
226	424.7	0.25	56	3.77	0
224.04	417.96	0.3	62	4.74	0
225.54	412.09	0.2	51	3.05	0
231.14	408.03	0.13	41	1.82	0
228.16	401.32	0.05	24	0.47	0
223.48	400.59	0.13	41	1.82	1
219.95	408.56	0.09	34	1.15	0
215.57	411.3	0.03	21	0.34	0
212.59	411.95	0.09	34	1.15	2
216.3	416.71	0.1	36	1.33	4
239.37	482.72	0.33	65	5.25	5
233.08	478.04	0.18	48	2.65	0
228.5	480.67	0.15	43	2.04	5
215.46	495.87	0.06	28	0.71	0
210.75	491.39	0.15	44	2.16	0
209.82	487.54	0.01	12	0.08	5
217.06	487.09	0.03	21	0.34	0
215.72	484.17	0.2	50	2.91	0
212.01	485.75	0.06	27	0.64	4
211.07	482.22	0.05	26	0.58	0
208.96	477.1	0.33	65	5.25	0
199	465.96	0.17	46	2.4	0
195.9	462.01	0.22	53	3.33	0
208.53	467.7	0.22	53	3.33	0
209.54	462.06	0.14	42	1.93	4
214.95	459.78	0.11	37	1.42	5
217.04	464.34	0.24	55	3.62	4
213.67	465.37	0.16	45	2.27	4
214.78	472.36	0.44	75	7.11	4
215.42	477.51	0.03	20	0.3	0
219.93	475.81	0.42	73	6.72	4
226.9	466.52	0.21	52	3.19	0
233.82	470.84	0.02	17	0.19	0
236.85	468.19	0.15	43	2.04	0
235.77	461.6	0.23	54	3.48	5
229	456.2	0.31	63	4.91	5
222.77	452.94	0.12	39	1.61	5
221.95	457.15	0.11	37	1.42	5
223.1	463.77	0.29	61	4.57	4
224.66	445.82	0.1	35	1.24	4
227.89	445.78	0.1	36	1.33	4
229.07	443.62	0.07	29	0.77	4
233.43	445.51	0.13	41	1.82	5
233.69	436.64	0.4	71	6.34	4
241.19	426.56	0.17	46	2.4	0
292.09	484.2	0.18	48	2.65	4
238.69	442.48	0.11	38	1.51	1
243.63	447.51	0.23	54	3.48	0
249.2	441.38	0.17	47	2.52	0
253.17	442.23	0.23	54	3.48	0
248.05	449.99	0.13	40	1.71	7
241.13	455.03	0.15	44	2.16	4
244.33	471.55	0.31	63	4.91	4
233.22	449.76	0.15	44	2.16	5
239.61	483.52	0.01	13	0.09	3
248.95	478.71	0.21	52	3.19	5
247.42	470.45	0.05	24	0.47	0
247.82	467.13	0.26	58	4.08	0
250.6	460.8	0.1	36	1.33	0
255.41	462.38	0.05	24	0.47	1
254.67	453.22	0.33	65	5.25	4
259.81	458.1	0.15	44	2.16	4
265.69	451.33	0.13	40	1.71	4
263.6	458.2	0.04	23	0.43	0
265.18	460.77	0.28	60	4.41	4
263.65	470.24	0.17	47	2.52	0
274.78	471.39	0.2	51	3.05	2
268.16	480.36	0.21	52	3.19	2
266.96	481.67	0.06	27	0.64	0
274.87	488.85	0.25	56	3.77	0
284.08	495.77	0.22	53	3.33	0
284.86	497.83	0.18	48	2.65	0
278.42	497.19	0.21	52	3.19	0
274.35	503.77	0.15	43	2.04	0
270	493.13	0.12	39	1.61	0
262.87	486.5	0.38	70	6.15	2
258.9	484.02	0.18	48	2.65	0
255.54	483.36	0.05	26	0.58	0
255.44	479.72	0.17	47	2.52	0
250	479.94	0.02	17	0.19	0
252.56	487.89	0.24	55	3.62	3
257.85	489.79	0.03	21	0.34	0
258.69	493.95	0.26	57	3.93	2
263.44	504.3	0.27	59	4.24	2
257.65	503.45	0.18	48	2.65	0
244.79	505.26	0.32	64	5.08	0
245.87	500.59	0.05	24	0.47	0
243.17	494.59	0.26	57	3.93	0
240.23	503.69	0.05	26	0.58	0
236.27	503.04	0.24	55	3.62	0
238.48	509.69	0.2	51	3.05	0
234.38	505.98	0.11	37	1.42	1
231.13	517.48	0.21	52	3.19	0
227.76	514.55	0.24	55	3.62	0
232.27	503.14	0.03	21	0.34	0
230.82	500.72	0.12	39	1.61	2
228.34	498.46	0.11	37	1.42	0
226.42	503.01	0.04	22	0.38	0
223.33	502.13	0.17	46	2.4	0
223.01	499.81	0.08	31	0.91	0
234.36	489.05	0.06	27	0.64	0
225.41	507.37	0.19	49	2.78	0
289.86	485.27	0.4	71	6.34	0
287.87	488.48	0.03	19	0.26	0
290.21	497.42	0.04	23	0.43	1
298.54	494.6	0.15	44	2.16	2
296.82	497.86	0.05	25	0.53	0
303.04	499.86	0.31	63	4.91	0
305.84	509.06	0.4	71	6.34	2
310.48	506.65	0.09	33	1.07	0
318.77	509.66	0.32	64	5.08	0
315.02	515.32	0.3	62	4.74	0
313.48	519.8	0.18	48	2.65	0
308.82	524.14	0.11	38	1.51	1
297	518.84	0.2	50	2.91	2
296.04	525.46	0.12	39	1.61	1
294.52	528.35	0.04	22	0.38	0
284.17	534.41	0.14	42	1.93	1
283.86	527.08	0.03	20	0.3	0
279.63	531.74	0.32	64	5.08	2
276.31	531.28	0.02	17	0.19	0
276.5	520.91	0.03	21	0.34	0
269.55	530	0.17	46	2.4	0
266.71	519.64	0.26	57	3.93	4
270.02	512.89	0.23	54	3.48	4
275.87	516.06	0.23	54	3.48	4
275.15	507.4	0.29	61	4.57	0
285.71	512.53	0.17	47	2.52	0
289.37	508.48	0.4	71	6.34	0
256.5	526.63	0.2	51	3.05	2
258.4	517.08	0.03	20	0.3	0
256.87	514.18	0.06	27	0.64	0
259.07	510.51	0.14	42	1.93	2
251.67	520.25	0.23	54	3.48	5
248.3	518.38	0.16	45	2.27	1
243.32	519.09	0.21	52	3.19	0
244.26	523.59	0.28	60	4.41	0
253.33	529.07	0.05	25	0.53	1
247.31	534.01	0.29	61	4.57	0
243.07	530.93	0.02	15	0.14	3
240.99	529.87	0.18	48	2.65	0
240.1	537.08	0.04	22	0.38	0
244.97	539.68	0.25	56	3.77	0
242.31	543.6	0.18	48	2.65	0
240.7	559.04	0.12	39	1.61	5
245.56	555.91	0.15	44	2.16	0
253.12	559.93	0.23	54	3.48	0
256.12	557.11	0.05	26	0.58	0
255.27	553.47	0.16	45	2.27	5
250.5	544.84	0.23	54	3.48	0
251.9	536.72	0.1	36	1.33	0
256.21	539.65	0.04	23	0.43	0
257.78	549.45	0.03	19	0.26	0
261.19	550.57	0.24	55	3.62	5
268.45	558.11	0.13	40	1.71	1
268.16	560.57	0.22	53	3.33	5
269.65	549.45	0.15	43	2.04	7
265.35	543.21	0.15	43	2.04	0
276.58	548.26	0.1	35	1.24	4
279.44	541.14	0.42	73	6.72	0
272.62	536.94	0.24	55	3.62	5
260.93	537.31	0.3	62	4.74	0
245.6	569.29	0.21	52	3.19	0
241.08	566.34	0.05	26	0.58	0
246.26	562.76	0.04	22	0.38	0
238.63	563.08	0.09	34	1.15	3
236.66	574.39	0.22	53	3.33	2
237.79	582.99	0.17	46	2.4	0
234.24	587.69	0.09	33	1.07	0
231.25	588.44	0.17	46	2.4	0
228.18	588.55	0.18	48	2.65	0
234.32	592.95	0.17	46	2.4	0
237.01	589.96	0.11	38	1.51	0
242.4	595.1	0.14	42	1.93	0
241.82	585.66	0.15	44	2.16	0
247.09	585.07	0.07	29	0.77	0
252.07	591.81	0.19	49	2.78	0
258.89	592.22	0.34	66	5.43	0
263.69	588.83	0.05	26	0.58	0
259.42	584.92	0.08	31	0.91	0
257.85	580.05	0.25	56	3.77	0
266.52	581.25	0.15	43	2.04	2
269.03	582.33	0.07	30	0.84	0
268.49	574.02	0.15	44	2.16	0
265.4	569.24	0.02	17	0.19	0
259.35	568.35	0.26	58	4.08	5
256.74	568.59	0.23	54	3.48	0
250.34	577.47	0.16	45	2.27	0
251.56	580.5	0.14	42	1.93	0
242.18	575.47	0.13	40	1.71	0
247.16	609.29	0.13	41	1.82	0
252.87	608.4	0.2	51	3.05	0
253.55	616.07	0.19	49	2.78	0
258.95	612.33	0.08	32	0.99	0
259.19	619.28	0.21	52	3.19	6
259.92	625.64	0.18	48	2.65	0
263.53	627.59	0.2	51	3.05	0
268.55	622.93	0.27	59	4.24	0
276.42	615.01	0.2	51	3.05	7
269.82	613.01	0.1	36	1.33	4
267.86	610.16	0.15	44	2.16	5
269.55	607.31	0.06	28	0.71	4
264.3	606.28	0.17	46	2.4	0
261.33	598.61	0.19	49	2.78	1
269.36	597.25	0.15	43	2.04	0
270.45	590.75	0.25	56	3.77	7
274.54	593.84	0.1	36	1.33	0
274.71	604.58	0.07	29	0.77	4
278.25	600.61	0.09	34	1.15	0
282.46	595.36	0.17	46	2.4	7
287.55	599.22	0.27	59	4.24	4
254.44	599.51	0.13	40	1.71	2
272.85	590.31	0.02	16	0.16	0
273.73	584.53	0.19	49	2.78	0
277.66	586.59	0.2	50	2.91	4
280.88	581.23	0.2	50	2.91	2
282.22	584.17	0.05	26	0.58	0
278.73	574.48	0.13	40	1.71	4
279.8	573.75	0.02	16	0.16	0
270.55	568.51	0.15	43	2.04	0
272.22	563.21	0.18	48	2.65	2
283.1	569.88	0.23	54	3.48	5
284.42	565.98	0.31	63	4.91	2
286.98	563.48	0.21	52	3.19	2
292.45	586.84	0.13	40	1.71	0
289.98	588.47	0.1	35	1.24	0
291.85	596.49	0.32	64	5.08	4
301.34	580.63	0.1	35	1.24	0
297.41	577.89	0.12	39	1.61	4
300.63	575.05	0.15	44	2.16	2
299.53	570.19	0.06	28	0.71	0
300.9	568.63	0.23	54	3.48	4
305.25	567.56	0.01	13	0.09	1
309.84	566.96	0.21	52	3.19	4
313.07	572.36	0.34	66	5.43	4
321.53	563.47	0.02	17	0.19	3
319.55	561.66	0.58	86	9.36	4
326.81	556.74	0.03	20	0.3	3
317.26	557.52	0.18	48	2.65	4
311.41	559.03	0.28	60	4.41	4
306.78	550.91	0.03	20	0.3	0
308.78	548.63	0.3	62	4.74	0
301.06	551.21	0.18	48	2.65	4
294.46	553.76	0.77	99	12.2	4
297.99	560.97	0.27	59	4.24	4
302.15	561.99	0.17	46	2.4	4
302.99	557.48	0.14	42	1.93	4
285.84	551.72	0.13	41	1.82	4
282	549.27	0.27	59	4.24	4
285.34	545.66	0.26	58	4.08	2
285.79	543.69	0.03	18	0.22	0
275.7	557.48	0.11	38	1.51	0
275.35	554.31	0.15	43	2.04	0
295.86	556.81	0.01	13	0.09	1
337.01	543.81	0.18	48	2.65	4
331.91	539.68	0.4	71	6.34	4
330.51	546.89	0.1	35	1.24	4
323.92	545.25	0.29	61	4.57	0
312.61	547.33	0.05	25	0.53	0
302.67	540.18	0.33	65	5.25	4
296.4	541.52	0.07	29	0.77	0
292.53	540.05	0.16	45	2.27	4
289.97	535.79	0.09	33	1.07	0
291.9	531.66	0.15	43	2.04	1
297.64	535.07	0.2	50	2.91	0
307.58	531.64	0.19	49	2.78	1
307.73	531.89	0.2	51	3.05	1
310.46	527.18	0.04	23	0.43	4
312.83	529.94	0.37	69	5.97	4
307.72	532.7	0.24	55	3.62	4
313.71	539.55	0.19	49	2.78	4
321.2	531.24	0.27	59	4.24	4
326.09	533.28	0.01	13	0.09	5
326.18	531.91	0.2	51	3.05	0
328.42	536.92	0.14	42	1.93	0
331.44	527.53	0.27	59	4.24	0
341.7	528.44	0.45	76	7.3	4
344.54	530.79	0.24	55	3.62	0
354.11	527.24	0.42	73	6.72	4
354.46	523.2	0.07	30	0.84	0
342.05	517.41	0.17	46	2.4	7
338.32	519.18	0.03	19	0.26	0
341.14	523.34	0.14	42	1.93	0
336.78	521.94	0.05	25	0.53	0
325.05	507.51	0.18	48	2.65	0
361.77	514.13	0.31	63	4.91	0
352.66	514.88	0.33	65	5.25	0
347.74	512.53	0.07	29	0.77	0
336.57	500.43	0.2	50	2.91	0
342.87	501.48	0.16	45	2.27	0
347.6	496.47	0.3	62	4.74	0
343.1	493.86	0.15	43	2.04	2
334.23	494.08	0.11	38	1.51	2
337.81	487.7	0.15	44	2.16	1
342.52	485.97	0.18	48	2.65	0
339.86	482.04	0.22	53	3.33	0
345.69	477.43	0.2	51	3.05	2
345.26	479.27	0.01	12	0.08	5
339.55	477.31	0.14	42	1.93	0
336.67	477.94	0.03	20	0.3	0
349.13	483.38	0.15	43	2.04	0
358.2	492.02	0.09	33	1.07	1
359.61	486.41	0.22	53	3.33	0
363.11	488.62	0.24	55	3.62	0
370.49	497.93	0.26	58	4.08	1
369.76	505.47	0.26	58	4.08	0
376.56	498.28	0.3	62	4.74	0
378.89	494.27	0.26	57	3.93	4
369.39	485.1	0.2	51	3.05	5
362.3	481.72	0.13	40	1.71	0
367.29	475.45	0.18	48	2.65	0
360.27	473.87	0.12	39	1.61	0
317.74	476.82	0.17	47	2.52	0
316.27	484.23	0.07	29	0.77	0
311.83	487.23	0.15	44	2.16	2
310.39	487.26	0.02	14	0.11	0
308.51	491.38	0.28	60	4.41	0
314.05	494.85	0.12	39	1.61	0
311.4	497.68	0.05	25	0.53	0
319.11	498.51	0.1	36	1.33	2
321.77	495.13	0.2	51	3.05	0
326.05	491.47	0.14	42	1.93	0
319.66	485.08	0.15	43	2.04	0
320.49	479.17	0.03	18	0.22	0
323.03	480.4	0.1	36	1.33	0
331.37	476.6	0.22	53	3.33	2
331.43	482.22	0.21	52	3.19	0
337.21	469.52	0.24	55	3.62	0
335.89	464.38	0.18	48	2.65	2
336.87	461.71	0.02	17	0.19	0
324.78	456.58	0.21	52	3.19	0
319.48	467.74	0.17	46	2.4	2
325.65	470.02	0.17	47	2.52	0
313.33	463.06	0.27	59	4.24	0
308.69	469.2	0.27	59	4.24	0
305.94	476.93	0.17	47	2.52	0
313.86	458.13	0.17	47	2.52	0
330.26	447.7	0.17	47	2.52	0
333.74	449.96	0.3	62	4.74	0
333.94	446.71	0.07	29	0.77	0
283.16	471.15	0.08	31	0.91	0
277.6	477.4	0.26	57	3.93	0
278.06	465.55	0.06	28	0.71	1
275.74	461.11	0.2	51	3.05	5
279.66	452.29	0.21	52	3.19	0
270.41	454.48	0.13	40	1.71	1
275.73	446.1	0.17	47	2.52	0
274.86	443.32	0.15	44	2.16	5
273.04	437.74	0.13	41	1.82	5
266.67	444.13	0.12	39	1.61	5
263.64	438.25	0.26	58	4.08	0
265.29	435.98	0.05	24	0.47	0
266	432.17	0.23	54	3.48	0
275.73	432.81	0.23	54	3.48	5
281.68	432.47	0.17	46	2.4	5
282.14	438.84	0.27	59	4.24	0
289.18	441.07	0.14	42	1.93	5
290.33	433.41	0.05	26	0.58	0
294.79	433.71	0.27	59	4.24	0
303.1	432.3	0.24	55	3.62	0
283.05	427.58	0.29	61	4.57	0
287.7	421.9	0.27	59	4.24	5
292.42	422.91	0.27	59	4.24	5
295.43	429.24	0.13	40	1.71	0
300.23	423.52	0.15	44	2.16	5
306.35	429.88	0.24	55	3.62	0
318.1	426.33	0.22	53	3.33	0
318.6	435.09	0.26	58	4.08	2
324.03	429.64	0.19	49	2.78	0
322.66	431.57	0.04	22	0.38	0
323.63	437.13	0.31	63	4.91	0
322.66	439.98	0.29	61	4.57	0
322.36	446.08	0.15	44	2.16	0
315.28	420.7	0.19	49	2.78	3
308.91	418.73	0.25	56	3.77	0
311.73	440.37	0.17	46	2.4	0
318.83	449.54	0.1	36	1.33	1
310.73	451.02	0.31	63	4.91	0
303.62	463.18	0.26	58	4.08	0
296.74	465.84	0.24	55	3.62	0
289.68	453.15	0.22	53	3.33	5
283.12	445.05	0.14	42	1.93	0
316.86	411.98	0.21	52	3.19	0
297.2	447.59	0.2	51	3.05	0
300.24	441.72	0.21	52	3.19	0
248.78	429.41	0.26	57	3.93	0
243.96	420.5	0.08	31	0.91	1
240.08	411.17	0.37	69	5.97	4
237.21	406.94	0.14	42	1.93	0
233.03	395.97	0.18	48	2.65	2
238.27	394.25	0.13	41	1.82	0
242.17	390.44	0.13	41	1.82	2
242.01	394.26	0.13	40	1.71	0
246.07	396.17	0.09	34	1.15	0
240.79	402.31	0.26	57	3.93	2
247.22	406.76	0.13	41	1.82	1
247.27	411.91	0.24	55	3.62	0
252.93	409.48	0.06	28	0.71	0
251.94	414.71	0.2	50	2.91	4
255.03	414.14	0.03	21	0.34	0
257.36	426	0.16	45	2.27	1
264.58	424.4	0.24	55	3.62	5
275.77	426.13	0.22	53	3.33	4
265.05	416.42	0.11	37	1.42	1
261.39	415.45	0.22	53	3.33	4
265.95	411.03	0.13	41	1.82	4
258.69	411.78	0.29	61	4.57	4
261.01	406.23	0.05	25	0.53	0
256.1	403.94	0.27	59	4.24	0
258.73	396.65	0.04	22	0.38	0
253.79	394.44	0.08	31	0.91	0
250.25	395.64	0.26	58	4.08	2
247.08	387.35	0.3	62	4.74	2
253.6	388.8	0.09	33	1.07	0
255.65	381.15	0.12	39	1.61	7
258.02	382.54	0.1	36	1.33	1
261.39	383.91	0.24	55	3.62	0
263.9	389.37	0.17	46	2.4	0
262.43	394.15	0.17	47	2.52	0
268	389.94	0.03	18	0.22	0
270.12	398.78	0.07	29	0.77	0
268.87	403.25	0.2	51	3.05	2
273.28	406	0.23	54	3.48	0
276.36	411.23	0.24	55	3.62	4
282.51	413.74	0.12	39	1.61	4
285.57	408.73	0.15	44	2.16	0
285.03	404.43	0.16	45	2.27	0
284.78	397.3	0.23	54	3.48	0
280.27	394.78	0.07	30	0.84	1
275.68	392.81	0.47	77	7.5	2
275.1	384.3	0.02	16	0.16	0
276.27	383.06	0.1	36	1.33	1
269.91	378.66	0.27	59	4.24	2
269.73	374.68	0.09	33	1.07	1
273.34	375.95	0.05	26	0.58	0
275.02	370.4	0.02	17	0.19	0
278.33	372.25	0.17	47	2.52	2
279.01	368.7	0.21	52	3.19	0
283.59	370.06	0.21	52	3.19	2
282.66	372.68	0.03	21	0.34	0
285.47	380.76	0.45	76	7.3	0
291.87	381.63	0.12	39	1.61	0
292.79	373.68	0.18	48	2.65	0
296.05	372.58	0.15	44	2.16	0
299.13	385.81	0.27	59	4.24	0
307.42	385.44	0.03	19	0.26	0
311.18	395.37	0.23	54	3.48	0
313.76	404.16	0.06	28	0.71	0
308.11	402.75	0.27	59	4.24	0
301.04	403.14	0.06	27	0.64	0
301.09	397.65	0.37	69	5.97	2
295.54	392.6	0.19	49	2.78	0
289.56	392.19	0.1	36	1.33	0
295.28	405.86	0.22	53	3.33	0
299.39	407.97	0.14	42	1.93	0
304.42	415.94	0.17	46	2.4	0
260.47	378.08	0.17	46	2.4	2
333.95	338.26	0.13	40	1.71	1
336.35	341.08	0.03	19	0.26	0
335.07	345.91	0.08	31	0.91	2
341.47	349.5	0.17	47	2.52	2
346.58	346.8	0.14	42	1.93	1
342.37	352.32	0.27	59	4.24	1
350.03	352.1	0.09	34	1.15	0
356.15	353.52	0.13	41	1.82	2
351.98	357.47	0.06	28	0.71	1
348.05	364.36	0.07	30	0.84	1
356.32	365.82	0.19	49	2.78	0
362.23	361.78	0.03	19	0.26	4
364.33	359.49	0.22	53	3.33	3
363.25	368.09	0.09	33	1.07	2
362.88	373.7	0.01	12	0.08	3
370.73	372.54	0.35	67	5.61	0
367.48	378.89	0.18	48	2.65	0
371.2	386.49	0.01	13	0.09	0
365.62	383.91	0.21	52	3.19	0
361.06	393.13	0.17	47	2.52	2
351.04	381.22	0.24	55	3.62	2
349.6	375.48	0.03	18	0.22	0
346.08	370.68	0.2	50	2.91	0
337.2	368.2	0.1	36	1.33	0
338.96	361.1	0.26	57	3.93	0
334.25	361.09	0.2	50	2.91	0
328.17	362.94	0.05	24	0.47	0
325.15	361.49	0.13	40	1.71	1
328.97	354.56	0.26	58	4.08	0
330.96	351.18	0.34	66	5.43	0
323.72	343.57	0.24	55	3.62	0
319.68	353.95	0.22	53	3.33	2
305.03	352.2	0.45	76	7.3	0
308.83	360.87	0.21	52	3.19	3
315.29	361.36	0.52	81	8.31	0
321.89	368.01	0.02	17	0.19	0
327.99	375.44	0.17	47	2.52	3
334.63	378.04	0.45	76	7.3	0
343.26	386.05	0.11	38	1.51	0
358.48	398.13	0.02	17	0.19	0
358.26	400.72	0.18	48	2.65	0
348.11	415.41	0.02	15	0.14	5
340.05	420.66	0.21	52	3.19	2
323.17	420.06	0.09	33	1.07	0
325.44	407.4	0.24	55	3.62	0
332.69	398.87	0.22	53	3.33	0
340.84	395.76	0.09	34	1.15	0
339.23	391.93	0.32	64	5.08	2
348.51	394.6	0.14	42	1.93	0
328.87	390.25	0.29	61	4.57	2
322.46	396.63	0.2	50	2.91	0
315.96	394.17	0.18	48	2.65	0
322.82	390.5	0.02	15	0.14	5
322.92	384.23	0.33	65	5.25	0
316.64	371.9	0.2	50	2.91	3
311.32	371.25	0.23	54	3.48	0
314.69	378.72	0.25	56	3.77	0
306.7	379.34	0.2	51	3.05	0
306.84	361.9	0.02	17	0.19	0
307.43	360.45	0.02	17	0.19	0
301.52	361.32	0.13	40	1.71	0
299.43	363.69	0.12	39	1.61	2
296.56	365.53	0.05	26	0.58	0
291.91	361.97	0.36	68	5.79	3
296.71	358.05	0.17	47	2.52	0
370.22	406.89	0.19	49	2.78	0
364.11	419.5	0.27	59	4.24	2
359.91	416.47	0.03	20	0.3	0
358.55	416.11	0.15	43	2.04	0
360.42	408.63	0.17	46	2.4	0
366.36	398.91	0.19	49	2.78	0
373.45	391.98	0.4	71	6.34	0
380.82	384.35	0.21	52	3.19	0
380.43	379.73	0.17	47	2.52	0
383.95	376.54	0.05	25	0.53	0
384.3	373.75	0.19	49	2.78	0
387.8	378.68	0.19	49	2.78	0
393.4	382.34	0.27	59	4.24	0
391.88	391.24	0.12	39	1.61	0
386.54	389.29	0.16	45	2.27	0
376.52	401.52	0.17	46	2.4	0
382.44	391.97	0.15	44	2.16	0
386.19	398.48	0.1	35	1.24	4
392.27	398.09	0.12	39	1.61	4
391.07	403.82	0.24	55	3.62	0
383.82	406.28	0.32	64	5.08	3
386.5	411.61	0.22	53	3.33	4
402.94	403.51	0.32	64	5.08	0
403.92	406.69	0.03	19	0.26	0
406.57	408.42	0.07	29	0.77	0
409.43	403.82	0.19	49	2.78	2
406.78	401.96	0.08	32	0.99	0
415.74	394.55	0.42	73	6.72	4
412.76	389	0.15	44	2.16	4
404.7	391.18	0.28	60	4.41	0
403.89	384.42	0.21	52	3.19	2
399.09	391.83	0.13	41	1.82	0
393.35	417.11	0.28	60	4.41	0
397.29	420.74	0.26	57	3.93	0
394.72	426.54	0.17	46	2.4	0
389.81	428.51	0.18	48	2.65	0
384.56	431.05	0.04	23	0.43	0
384.24	436.08	0.23	54	3.48	2
380.43	432.18	0.11	37	1.42	2
380.33	426.66	0.23	54	3.48	0
384.96	423.79	0.15	44	2.16	0
383.61	420.69	0.02	16	0.16	0
373.97	414.22	0.21	52	3.19	0
372.77	416.41	0.22	53	3.33	0
365.98	415.17	0.02	16	0.16	0
372.3	425.08	0.24	55	3.62	2
366.83	429.63	0.15	44	2.16	2
363.17	428.81	0.03	21	0.34	0
360.81	429.43	0.1	35	1.24	1
355.27	419.38	0.13	41	1.82	0
348.14	422.74	0.23	54	3.48	2
344.97	430.26	0.2	50	2.91	0
347.4	437.85	0.2	51	3.05	0
347.23	442.17	0.29	61	4.57	0
343.46	446.56	0.17	46	2.4	2
339.38	452.33	0.05	25	0.53	0
342.05	458.76	0.17	46	2.4	0
344.74	454.04	0.23	54	3.48	0
351.25	457.53	0.2	50	2.91	0
354.99	448.81	0.13	41	1.82	0
356.08	444.77	0.07	29	0.77	0
354.12	443.72	0.05	26	0.58	0
359.81	440.53	0.2	51	3.05	0
363.25	446.2	0.17	46	2.4	0
362.34	456.93	0.17	46	2.4	3
353.7	464.79	0.24	55	3.62	0
348.82	465.72	0.17	46	2.4	0
353.13	469.49	0.09	33	1.07	0
357.11	470.91	0.03	21	0.34	0
364.55	461.84	0.15	44	2.16	0
371.41	455.96	0.19	49	2.78	3
374.71	460.16	0.18	48	2.65	0
376.47	450.03	0.2	51	3.05	0
375.82	445.1	0.03	19	0.26	0
372.15	444.78	0.03	18	0.22	0
383.55	444.43	0.2	51	3.05	0
386.53	444.78	0.15	44	2.16	0
381.75	438.69	0.04	23	0.43	0
376.63	435.97	0.08	32	0.99	0
373.49	437.06	0.18	48	2.65	0
353.33	433.58	0.15	43	2.04	0
385.83	448.33	0.06	27	0.64	0
376.2	469.19	0.31	63	4.91	5
372.59	472.52	0.05	25	0.53	1
368.16	470.23	0.17	46	2.4	2
362.97	470.42	0.26	57	3.93	2
381.51	475.59	0.49	79	7.9	0
382.22	480.25	0.17	47	2.52	5
384.47	490.89	0.23	54	3.48	0
389.75	481.89	0.32	64	5.08	0
398.84	475.12	0.32	64	5.08	0
390.88	467.83	0.26	58	4.08	0
401.21	468.57	0.26	57	3.93	5
400.88	462.74	0.26	57	3.93	5
404.55	460.3	0.2	50	2.91	0
398.53	457.35	0.22	53	3.33	0
398.04	452.8	0.17	46	2.4	2
383.95	455.12	0.05	25	0.53	0
390.79	458.2	0.14	42	1.93	0
385.13	462.41	0.21	52	3.19	0
382.65	463.37	0.17	46	2.4	0
417.26	455.25	0.1	35	1.24	0
413.92	451.4	0.12	39	1.61	0
408.52	449.82	0.07	30	0.84	0
399.38	438.16	0.32	64	5.08	0
399.64	430.26	0.03	19	0.26	0
403.16	431.57	0.15	44	2.16	2
403.84	432.17	0.02	15	0.14	0
406.2	425.16	0.17	47	2.52	0
409.63	422.79	0.04	22	0.38	0
410.16	416.39	0.13	41	1.82	0
412.28	411.58	0.12	39	1.61	0
418.45	416.73	0.2	51	3.05	0
421.87	422.18	0.02	16	0.16	0
427.56	422.1	0.32	64	5.08	0
432.42	436.3	0.26	58	4.08	0
426.34	432.87	0.2	51	3.05	0
420.49	435.1	0.19	49	2.78	2
426.13	443.8	0.23	54	3.48	0
418.51	446.33	0.18	48	2.65	2
412.06	444.9	0.2	50	2.91	2
411.28	437.32	0.42	73	6.72	0
415.9	434.09	0.03	19	0.26	0
412.25	432.68	0.17	47	2.52	0
418.54	427.24	0.11	37	1.42	0
440.24	427.68	0.14	42	1.93	0
436.9	424.37	0.19	49	2.78	0
443.11	414.38	0.15	44	2.16	0
440.04	409.96	0.2	51	3.05	4
437.88	410.1	0.08	32	0.99	0
435.94	413.03	0.31	63	4.91	4
436.54	405.37	0.26	58	4.08	4
427.79	405.73	0.26	58	4.08	0
420.69	397.56	0.25	56	3.77	4
