PLOT_ID2	XCOORD	YCOORD	BC_91BAREA	BC_02BAREA	BE_91BAREA	BE_02BAREA	BF_91BAREA	BF_02BAREA	EH_91BAREA	EH_02BAREA	LA_91BAREA	LA_02BAREA	PB_91BAREA	PB_02BAREA	PC_91BAREA	PC_02BAREA	RM_91BAREA	RM_02BAREA	RO_91BAREA	RO_02BAREA	RP_91BAREA	RP_02BAREA	RS_91BAREA	RS_02BAREA	SM_91BAREA	SM_02BAREA	WA_91BAREA	WA_02BAREA	WP_91BAREA	WP_02BAREA	YB_91BAREA	YB_02BAREA	BAREA91_TOT	BAREA02_TOT	BOLE91_KGH	BOLE02_KGH	BRANCH91_KGH	BRANCH02_KGH	FOLIAGE91_KGH	FOLIAGE02_KGH	WOOD91_KGH	WOOD02_KGH	ALLBIO91_KGH	ALLBIO02_KGH	BC_91BOLE	BC_02BOLE	BC_91BRANC	BC_02BRANC	BC_91FOLIA	BC_02FOLIA	BC_91WOOD	BC_02WOOD	BC_91ALLBI	BC_02ALLBI	BE_91BOLE	BE_02BOLE	BE_91BRANC	BE_02BRANC	BE_91FOLIA	BE_02FOLIA	BE_91WOOD	BE_02WOOD	BE_91ALLBI	BE_02ALLBI	BF_91BOLE	BF_02BOLE	BF_91BRANC	BF_02BRANC	BF_91FOLIA	BF_02FOLIA	BF_91WOOD	BF_02WOOD	BF_91ALLBI	BF_02ALLBI	EH_91BOLE	EH_02BOLE	EH_91BRANC	EH_02BRANC	EH_91FOLIA	EH_02FOLIA	EH_91WOOD	EH_02WOOD	EH_91ALLBI	EH_02ALLBI	LA_91BOLE	LA_02BOLE	LA_91BRANC	LA_02BRANC	LA_91FOLIA	LA_02FOLIA	LA_91WOOD	LA_02WOOD	LA_91ALLBI	LA_02ALLBI	PB_91BOLE	PB_02BOLE	PB_91BRANC	PB_02BRANC	PB_91FOLIA	PB_02FOLIA	PB_91WOOD	PB_02WOOD	PB_91ALLBI	PB_02ALLBI	PC_91BOLE	PC_02BOLE	PC_91BRANC	PC_02BRANC	PC_91FOLIA	PC_02FOLIA	PC_91WOOD	PC_02WOOD	PC_91ALLBI	PC_02ALLBI	RM_91BOLE	RM_02BOLE	RM_91BRANC	RM_02BRANC	RM_91FOLIA	RM_02FOLIA	RM_91WOOD	RM_02WOOD	RM_91ALLBI	RM_02ALLBI	RO_91BOLE	RO_02BOLE	RO_91BRANC	RO_02BRANC	RO_91FOLIA	RO_02FOLIA	RO_91WOOD	RO_02WOOD	RO_91ALLBI	RO_02ALLBI	RP_91BOLE	RP_02BOLE	RP_91BRANC	RP_02BRANC	RP_91FOLIA	RP_02FOLIA	RP_91WOOD	RP_02WOOD	RP_91ALLBI	RP_02ALLBI	RS_91BOLE	RS_02BOLE	RS_91BRANC	RS_02BRANC	RS_91FOLIA	RS_02FOLIA	RS_91WOOD	RS_02WOOD	RS_91ALLBI	RS_02ALLBI	SM_91BOLE	SM_02BOLE	SM_91BRANC	SM_02BRANC	SM_91FOLIA	SM_02FOLIA	SM_91WOOD	SM_02WOOD	SM_91ALLBI	SM_02ALLBI	WA_91BOLE	WA_02BOLE	WA_91BRANC	WA_02BRANC	WA_91FOLIA	WA_02FOLIA	WA_91WOOD	WA_02WOOD	WA_91ALLBI	WA_02ALLBI	WP_91BOLE	WP_02BOLE	WP_91BRANC	WP_02BRANC	WP_91FOLIA	WP_02FOLIA	WP_91WOOD	WP_02WOOD	WP_91ALLBI	WP_02ALLBI	YB_91BOLE	YB_02BOLE	YB_91BRANC	YB_02BRANC	YB_91FOLIA	YB_02FOLIA	YB_91WOOD	YB_02WOOD	YB_91ALLBI	YB_02ALLBI	XUTM	YUTM	ELEV	SLOPE	SPR_02_TC1	SPR_02_TC2	SPR_02_TC3	SUM_02_TC1	SUM_02_TC2	SUM_02_TC3	FALL_02_TC1	FALL_02_TC2	FALL_02_TC3
10T	1077015	568915.125	0	0	0.02	0.03	0	0	0.21	0.2	0.01	0.01	0.01	0.02	0	0	0.11	0.13	0	0	0	0	0.62	0.61	0	0	0	0	0	0	0.01	0	48.59	54.09	136359.18	156347	36738.3	41294.16	9868.4	10730.93	173097.48	197641.16	182965.88	208372.09	0	0	0	0	0	0	0	0	0	0	0.05	0.05	0.06	0.07	0.02	0.03	0.05	0.06	0.05	0.06	0	0	0	0	0	0	0	0	0	0	0.16	0.15	0.22	0.2	0.43	0.39	0.17	0.16	0.19	0.17	0.01	0.01	0.02	0.02	0.02	0.02	0.01	0.01	0.01	0.01	0.01	0.04	0.01	0.02	0.01	0.03	0.01	0.03	0.01	0.03	0	0	0	0	0	0	0	0	0	0	0.2	0.24	0.14	0.17	0.09	0.1	0.19	0.22	0.18	0.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.55	0.52	0.54	0.52	0.43	0.43	0.55	0.52	0.54	0.52	0.01	0	0	0	0	0	0.01	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0.01	0	0.01	0	0.01	0	0.01	0	1948970	2595617.5	539	21	47	118	120	67	128	117	32	105	135
10V	1076852.25	569523.6875	0	0	0.38	0.4	0	0	0.15	0.16	0	0	0.04	0.04	0	0	0.17	0.13	0	0	0	0	0.03	0.03	0.05	0.08	0	0	0	0	0.14	0.14	26.85	29.19	127898.94	142549.93	35695.37	39910.52	6182.3	6814.01	163594.31	182460.44	169776.61	189274.45	0	0	0	0	0	0	0	0	0	0	0.43	0.45	0.56	0.59	0.31	0.32	0.46	0.48	0.45	0.48	0	0	0	0	0	0	0	0	0	0	0.07	0.07	0.09	0.09	0.29	0.29	0.07	0.07	0.08	0.08	0	0	0	0	0	0	0	0	0	0	0.04	0.04	0.03	0.03	0.04	0.04	0.04	0.04	0.04	0.04	0	0	0	0	0	0	0	0	0	0	0.18	0.14	0.12	0.1	0.11	0.09	0.17	0.13	0.17	0.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.01	0.01	0.01	0.03	0.02	0.01	0.01	0.01	0.01	0.06	0.09	0.03	0.04	0.08	0.12	0.06	0.08	0.06	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18	0.18	0.13	0.12	0.11	0.11	0.17	0.17	0.17	0.16	1948875.13	2595785.25	491	23	57	119	108	85	148	109	59	116	115
10X	1076867.25	570233.125	0	0	0.27	0.26	0	0	0.16	0.18	0	0	0.15	0.14	0	0	0.11	0.11	0	0	0	0	0.22	0.23	0	0.01	0	0	0	0	0.07	0.06	35.89	40.14	152038.73	168884.46	42419.13	46997.99	7284.66	8162.93	194457.86	215882.45	201742.52	224045.38	0	0	0	0	0	0	0	0	0	0	0.37	0.37	0.49	0.48	0.24	0.23	0.4	0.39	0.39	0.39	0	0	0	0	0	0	0	0	0	0	0.08	0.1	0.1	0.12	0.28	0.3	0.09	0.1	0.09	0.11	0	0	0	0	0	0	0	0	0	0	0.17	0.16	0.1	0.1	0.16	0.15	0.15	0.15	0.15	0.15	0	0	0	0	0	0	0	0	0	0	0.14	0.13	0.09	0.09	0.08	0.08	0.13	0.12	0.13	0.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13	0.14	0.12	0.13	0.15	0.16	0.13	0.13	0.13	0.13	0	0.01	0	0	0	0.01	0	0.01	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.09	0.07	0.06	0.06	0.06	0.09	0.08	0.09	0.08	1948824.75	2595996.25	494	25	66	125	106	103	165	102	54	123	126
10Z	1076775.375	571027.8125	0	0	0	0	0.01	0.01	0.32	0.32	0	0	0.05	0.05	0	0	0.06	0.06	0	0	0	0	0.42	0.42	0	0	0	0	0.13	0.13	0	0	39.88	44.74	108387.64	121624.91	25281.79	28513.57	9171.18	10196.4	133669.43	150138.48	142840.61	160334.88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.01	0	0	0.01	0.01	0.01	0.01	0.01	0.01	0.25	0.26	0.39	0.4	0.53	0.53	0.28	0.29	0.3	0.3	0	0	0	0	0	0	0	0	0	0	0.09	0.08	0.06	0.06	0.06	0.05	0.08	0.08	0.08	0.07	0	0	0	0	0	0	0	0	0	0	0.11	0.11	0.09	0.08	0.04	0.04	0.11	0.1	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37	0.36	0.37	0.38	0.29	0.29	0.37	0.37	0.36	0.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17	0.18	0.07	0.08	0.07	0.07	0.15	0.16	0.15	0.15	0	0	0	0	0	0	0	0	0	0	1948736.25	2596224.5	508	30	45	111	122	63	125	121	38	111	130
11AB	1077117.125	571678.9375	0	0	0.26	0.22	0	0	0.28	0.34	0	0	0.33	0.11	0	0	0	0	0	0	0	0	0.02	0.02	0.03	0.02	0	0	0	0	0.04	0.25	35.96	44.84	159464.17	212605.3	44260.07	57375.86	9010.38	10801.04	203724.24	269981.16	212734.62	280782.2	0	0	0	0	0	0	0	0	0	0	0.39	0.31	0.5	0.41	0.18	0.16	0.41	0.33	0.4	0.32	0	0	0	0	0	0	0	0	0	0	0.14	0.16	0.18	0.2	0.43	0.49	0.15	0.17	0.16	0.18	0	0	0	0	0	0	0	0	0	0	0.35	0.12	0.21	0.07	0.29	0.1	0.32	0.11	0.32	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.03	0.02	0.02	0.01	0.03	0.02	0.03	0.02	0.03	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0.37	0.04	0.25	0.03	0.19	0.05	0.34	0.05	0.34	1948786.38	2596443.25	383	26	78	134	96	86	151	113	68	119	111
11D	1077329.625	563616	0	0	0.06	0	0.03	0.08	0.07	0.12	0	0	0.09	0	0	0	0.04	0.05	0	0	0	0	0.18	0.12	0.21	0.4	0.03	0.07	0	0	0.27	0.16	35.52	14.39	171472.96	73741.79	33625.35	11979.79	8701.43	4301.92	205098.31	85721.59	213799.74	90023.51	0	0	0	0	0	0	0	0	0	0	0.07	0	0.14	0	0.05	0	0.09	0	0.08	0	0.02	0.04	0.01	0.02	0.05	0.09	0.01	0.03	0.02	0.04	0.03	0.05	0.06	0.12	0.15	0.18	0.04	0.06	0.04	0.06	0	0	0	0	0	0	0	0	0	0	0.09	0	0.07	0	0.09	0	0.09	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0.04	0.05	0.04	0.06	0.03	0.03	0.04	0.05	0.04	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0.05	0.11	0.08	0.11	0.07	0.09	0.06	0.09	0.06	0.26	0.48	0.18	0.39	0.31	0.52	0.24	0.47	0.25	0.47	0.06	0.11	0.04	0.09	0.01	0.02	0.05	0.11	0.05	0.11	0	0	0	0	0	0	0	0	0	0	0.34	0.21	0.34	0.24	0.2	0.1	0.34	0.22	0.33	0.21	1949472.13	2594073.5	525	8	68	107	84	78	130	103	86	123	95
11F	1077305.375	564276.625	0	0	0.44	0.58	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29	0.29	0	0	0	0	0.16	0.11	31.53	20.96	158271.99	108038.01	40652.88	29237.01	8061.03	5472.69	198924.87	137275.02	206985.9	142747.71	0	0	0	0	0	0	0	0	0	0	0.4	0.51	0.58	0.72	0.34	0.44	0.43	0.56	0.43	0.55	0	0	0	0	0	0	0	0	0	0	0.02	0	0.02	0	0.04	0	0.02	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36	0.37	0.19	0.18	0.45	0.47	0.32	0.33	0.33	0.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19	0.11	0.14	0.08	0.11	0.08	0.18	0.1	0.18	0.1	1949414	2594267	547	13	84	102	63	105	153	86	94	135	93
11H	1077309.625	564967.75	0	0	0.53	0.53	0	0	0.02	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36	0.36	0	0	0	0	0.08	0.09	34.58	36.41	202948.66	214187.93	52054.51	54716.15	9513.04	10039.08	255003.17	268904.07	264516.21	278943.15	0	0	0	0	0	0	0	0	0	0	0.5	0.49	0.71	0.71	0.36	0.35	0.54	0.53	0.53	0.53	0	0	0	0	0	0	0	0	0	0	0.01	0.01	0.01	0.01	0.03	0.04	0.01	0.01	0.01	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0.4	0.21	0.2	0.55	0.55	0.36	0.36	0.37	0.37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0.1	0.07	0.07	0.05	0.06	0.08	0.1	0.08	0.09	1949361.75	2594472	582	15	86	104	61	107	156	88	95	130	93
11J	1077294.75	565566.3125	0	0	0.15	0.15	0.01	0.01	0.29	0.32	0	0	0	0	0	0	0.28	0.25	0.1	0.1	0	0	0.15	0.15	0.01	0.02	0	0	0	0	0	0	43.15	49.51	174088.88	199086.89	46388.73	53368.59	10065.15	11630.53	220477.61	252455.48	230542.76	264086.02	0	0	0	0	0	0	0	0	0	0	0.21	0.22	0.29	0.3	0.12	0.12	0.23	0.23	0.22	0.23	0.01	0.01	0	0	0.02	0.01	0.01	0.01	0.01	0.01	0.16	0.18	0.22	0.23	0.49	0.49	0.17	0.19	0.18	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36	0.31	0.25	0.21	0.19	0.16	0.33	0.29	0.33	0.28	0.17	0.17	0.16	0.16	0.08	0.07	0.17	0.17	0.16	0.16	0	0	0	0	0	0	0	0	0	0	0.09	0.09	0.08	0.08	0.11	0.1	0.09	0.09	0.09	0.09	0.01	0.03	0	0.02	0.01	0.04	0.01	0.03	0.01	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1949311.13	2594648	600	5	52	120	117	81	146	114	54	113	117
11L	1077271.25	566248.25	0	0	0.31	0.33	0	0	0.07	0.06	0.03	0.03	0.01	0.01	0	0	0.07	0.06	0	0	0	0	0	0	0.32	0.33	0	0	0	0	0.16	0.16	33.43	37.61	172543.97	202897.89	41756.96	48881.84	8929.92	10164.88	214300.93	251779.72	223230.85	261944.6	0	0	0	0	0	0	0	0	0	0	0.31	0.32	0.47	0.5	0.22	0.23	0.34	0.36	0.33	0.35	0	0	0	0	0	0	0	0	0	0	0.03	0.02	0.04	0.04	0.12	0.1	0.03	0.03	0.03	0.03	0.01	0.01	0.04	0.04	0.04	0.04	0.02	0.02	0.02	0.02	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0	0	0	0	0	0	0	0	0	0	0.07	0.06	0.05	0.04	0.04	0.03	0.06	0.05	0.06	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37	0.37	0.2	0.21	0.44	0.46	0.33	0.34	0.34	0.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19	0.2	0.15	0.15	0.11	0.11	0.19	0.19	0.18	0.18	1949251.5	2594848	554	19	55	111	105	88	154	110	65	119	110
11N	1077258.125	566897.75	0	0	0.6	0.61	0	0	0.07	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.15	0.14	0	0	0	0	0.17	0.18	30.22	35.47	172662.16	203591.86	49288.82	58199.15	7164.13	8191.7	221950.98	261791.01	229115.11	269982.72	0	0	0	0	0	0	0	0	0	0	0.57	0.58	0.74	0.74	0.47	0.49	0.61	0.61	0.6	0.61	0	0	0	0	0	0	0	0	0	0	0.02	0.03	0.03	0.03	0.13	0.12	0.03	0.03	0.03	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0.17	0.16	0.08	0.07	0.26	0.25	0.15	0.14	0.15	0.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23	0.24	0.15	0.15	0.13	0.14	0.21	0.22	0.21	0.22	1949197.38	2595039.25	545	14	75	116	91	105	171	103	86	123	94
11P	1077332.375	567620.625	0	0	0.61	0.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24	0.21	0	0	0	0	0.15	0.14	30.86	36.17	180751.95	217092.5	50390.44	62081.53	7133.85	8109.81	231142.39	279174.03	238276.24	287283.84	0	0	0	0	0	0	0	0	0	0	0.58	0.62	0.77	0.79	0.49	0.52	0.62	0.65	0.62	0.65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0.21	0.12	0.1	0.4	0.36	0.22	0.19	0.23	0.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17	0.17	0.11	0.11	0.12	0.12	0.16	0.16	0.16	0.16	1949163.38	2595258.75	538	14	80	115	79	105	171	103	82	124	93
11R	1077290.25	568174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1949108.25	2595419.25	545	23	59	122	108	88	146	107	52	120	129
11T	1077389.375	568930.5625	0	0	0.16	0.19	0	0	0.18	0.17	0	0	0	0	0	0	0.12	0.12	0	0	0	0	0.19	0.19	0.25	0.25	0	0	0	0	0.08	0.07	33.71	39.97	145288.07	176730.89	33543.34	41919.36	8400.89	9883.97	178831.4	218650.25	187232.3	228534.21	0	0	0	0	0	0	0	0	0	0	0.18	0.22	0.29	0.35	0.12	0.14	0.2	0.25	0.2	0.24	0	0	0	0	0	0	0	0	0	0	0.09	0.09	0.14	0.13	0.27	0.26	0.1	0.09	0.11	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16	0.15	0.13	0.12	0.07	0.07	0.15	0.15	0.15	0.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0.11	0.12	0.12	0.11	0.11	0.11	0.11	0.11	0.11	0.34	0.33	0.2	0.19	0.36	0.36	0.31	0.3	0.31	0.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0.09	0.1	0.08	0.06	0.05	0.11	0.09	0.11	0.09	1949078.88	2595650.75	502	29	82	123	88	93	156	105	43	112	130
11V	1077206.75	569528.5625	0	0	0.1	0.12	0	0	0.52	0.53	0	0	0	0	0	0	0.29	0.27	0	0	0	0	0.03	0.02	0	0	0	0	0	0	0.06	0.05	32.14	35.74	108018.89	120981.02	29710.47	33773.48	9412.63	10143.79	137729.37	154754.49	147141.99	164898.28	0	0	0	0	0	0	0	0	0	0	0.14	0.16	0.19	0.22	0.07	0.08	0.15	0.18	0.14	0.17	0	0	0	0	0	0	0	0	0	0	0.33	0.34	0.45	0.44	0.72	0.72	0.36	0.37	0.38	0.39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43	0.4	0.29	0.26	0.15	0.15	0.4	0.37	0.38	0.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0.01	0.01	0.01	0.02	0.02	0.02	0.01	0.02	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0.08	0.06	0.06	0.03	0.04	0.07	0.07	0.07	0.07	1948979	2595813.75	465	20	51	120	117	83	145	113	56	113	115
11X	1077206.625	570203.125	0	0	0.25	0.28	0	0	0.46	0.45	0	0	0.12	0.09	0	0	0	0.01	0	0	0	0	0.05	0.06	0.11	0.09	0	0	0	0	0	0.01	35.42	39.01	133234.22	152181.03	39234.17	45725.37	10652.76	11146.69	172468.39	197906.41	183121.15	209053.1	0	0	0	0	0	0	0	0	0	0	0.38	0.43	0.48	0.52	0.15	0.17	0.4	0.45	0.39	0.43	0	0	0	0	0	0	0	0	0	0	0.27	0.26	0.33	0.3	0.6	0.59	0.28	0.27	0.3	0.28	0	0	0	0	0	0	0	0	0	0	0.15	0.11	0.08	0.06	0.09	0.07	0.14	0.1	0.13	0.1	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0.01	0	0.01	0	0.01	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0.04	0.02	0.03	0.03	0.03	0.03	0.04	0.03	0.04	0.16	0.13	0.08	0.06	0.13	0.11	0.14	0.11	0.14	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0.01	0	0.01	0	0.02	0	0.02	1948926.75	2596013.5	460	22	69	137	113	95	157	106	66	127	117
11Z	1077108.875	571032.0625	0	0	0.01	0.01	0	0	0.07	0.1	0	0	0	0	0	0	0.02	0.02	0	0	0	0	0.87	0.81	0	0	0	0	0.03	0.05	0	0	24.08	26.17	56606.07	61555.87	13523.16	14858.12	4323.9	4900.35	70129.23	76413.99	74453.13	81314.35	0	0	0	0	0	0	0	0	0	0	0.01	0.02	0.02	0.03	0.01	0.02	0.02	0.02	0.02	0.02	0	0	0	0	0	0	0	0	0	0	0.06	0.09	0.1	0.15	0.16	0.22	0.07	0.1	0.08	0.11	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0.01	0	0.01	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0.03	0.03	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.85	0.79	0.83	0.77	0.78	0.71	0.85	0.79	0.84	0.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0.06	0.02	0.03	0.02	0.04	0.03	0.06	0.03	0.06	0	0	0	0	0	0	0	0	0	0	1948834	2596251.25	464	33	55	119	118	70	115	103	29	104	136
12AB	1077449.5	571709.375	0	0	0.58	0.6	0	0	0.02	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37	0.36	0	0	0	0	0.02	0.02	34.75	37.39	202768.2	222365.22	53847.42	60210.12	9695.4	10307.54	256615.62	282575.34	266311.02	292882.87	0	0	0	0	0	0	0	0	0	0	0.55	0.58	0.76	0.79	0.39	0.4	0.6	0.62	0.59	0.62	0	0	0	0	0	0	0	0	0	0	0.01	0.01	0.01	0.01	0.04	0.04	0.01	0.01	0.01	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.42	0.4	0.21	0.19	0.56	0.55	0.37	0.35	0.38	0.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0.02	0.02	0.01	0.02	0.01	0.03	0.02	0.03	0.02	1948881.75	2596477.75	353	10	78	141	97	107	178	104	85	130	101
12F	1077634.125	564292.1875	0	0	0.28	0.34	0	0	0.07	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0.06	0.39	0.5	0	0	0	0	0.22	0.02	41.13	10.05	251058.2	55345.12	53135.52	12512.36	11829.33	3013.76	304193.72	67857.48	316023.05	70871.24	0	0	0	0	0	0	0	0	0	0	0.25	0.35	0.43	0.57	0.18	0.2	0.28	0.39	0.28	0.38	0	0	0	0	0	0	0	0	0	0	0.03	0.03	0.04	0.05	0.09	0.08	0.03	0.03	0.03	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.03	0.01	0.03	0.01	0.03	0.01	0.03	0.01	0.03	0.42	0.57	0.26	0.33	0.58	0.67	0.39	0.53	0.4	0.53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29	0.02	0.24	0.02	0.14	0.01	0.28	0.02	0.28	0.02	1949509.38	2594297	522	13	77	109	80	94	147	94	84	135	101
12H	1077639.625	564968.5625	0	0	0.18	0.32	0	0	0.02	0.24	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0.65	0.32	0	0	0	0	0.09	0.1	35.26	15.53	209534.14	78973.32	36925.16	18903.22	12474.62	4476.01	246459.3	97876.54	258933.92	102352.55	0	0	0	0	0	0	0	0	0	0	0.13	0.33	0.28	0.51	0.1	0.21	0.16	0.36	0.15	0.35	0	0	0	0	0	0	0	0	0	0	0.01	0.11	0.02	0.14	0.03	0.23	0.01	0.12	0.01	0.12	0	0	0	0	0	0	0	0	0	0	0.01	0	0.01	0	0.01	0	0.01	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.73	0.42	0.54	0.23	0.8	0.48	0.7	0.38	0.71	0.39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.13	0.11	0.1	0.05	0.06	0.1	0.13	0.1	0.12	1949458.75	2594497.5	556	14	84	99	59	97	154	94	96	128	84
