Tree_ID;Species;DBH_cm;Live_dead;Stump;North_m;East_m;ELEV_m;Tree_height_m;Crown_depth_m;Mean_crown_radius_m_from_center;Crown_radius_north_m_from_center;Crown_radius_east_m_from_center;Crown_radius_west_m_from_center;Crown_radius_south_m_from_center
1738;SF;55.9;L;;149.88;333.77;1113.24;40.74;22.28;2.28;NA;NA;NA;NA
1739;WH;10.8;L;;148.85;339.77;1113.51;6.5;5.33;1.59;NA;NA;NA;NA
1740;WH;32;L;;154.6;335.02;1112.92;20.81;15.27;2.25;NA;NA;NA;NA
1744;SF;21.4;L;;159.78;329.67;1112.87;17.87;10.31;1.4;NA;NA;NA;NA
1745;SF;10.8;L;;157.79;333.88;1112.86;9.73;5.74;1.22;NA;NA;NA;NA
1746;SF;14.3;L;;160.81;333.91;1112.97;12.42;7.25;1.28;NA;NA;NA;NA
1747;SF;12.9;L;;163.94;328.49;1112.99;11.35;6.64;1.26;NA;NA;NA;NA
1748;SF;47.9;L;;159.42;321.71;1113.5;38.23;21.74;1.87;NA;NA;NA;NA
1750;SF;23.8;L;;163.36;320.85;1113.42;19.72;11.35;1.45;NA;NA;NA;NA
1751;SF;16.7;L;;167.74;324.22;1113.62;14.27;8.28;1.32;NA;NA;NA;NA
1752;SF;26.6;L;;172.76;323.13;1113.73;21.87;12.55;1.49;NA;NA;NA;NA
1754;SF;38.2;L;;164.95;324.99;1113.52;30.78;17.56;1.7;NA;NA;NA;NA
1755;SF;33.6;L;;171.84;328.33;1113.78;27.24;15.57;1.62;NA;NA;NA;NA
1756;SF;16.7;L;;169.52;329.97;1113.76;14.27;8.28;1.32;NA;NA;NA;NA
1757;SF;18.8;L;;167.68;332.6;1113.54;15.88;9.19;1.36;NA;NA;NA;NA
1758;SF;95;L;;166.46;333.5;1113.76;53.73;35.85;2.63;NA;NA;NA;NA
1761;SF;15.1;L;;172.87;340.22;1114.46;13.04;7.59;1.29;NA;NA;NA;NA
1762;SF;24.2;L;;174.28;339.93;1114.48;20.03;11.52;1.45;NA;NA;NA;NA
1763;WH;41.7;L;;172.82;346.34;1114.74;27.36;19.81;2.55;NA;NA;NA;NA
1764;DF;150.8;L;;171.78;346.68;1114.69;53.8;29.37;3.77;NA;NA;NA;NA
1765;SF;28;L;;170.07;344.36;1114.67;22.94;13.16;1.52;NA;NA;NA;NA
1766;SF;15.2;L;;167.62;346.21;1114.71;13.11;7.64;1.3;NA;NA;NA;NA
1767;SF;15.7;L;;165.71;342.05;1114.36;13.5;7.85;1.31;NA;NA;NA;NA
1769;SF;10.9;L;;163.75;347.06;1114.54;9.81;5.78;1.22;NA;NA;NA;NA
1770;SF;59;L;;163.55;340.7;1113.71;41.77;23.35;2.31;NA;NA;NA;NA
1771;SF;22.3;L;;160.22;348.85;1114.74;18.57;10.7;1.42;NA;NA;NA;NA
1773;DF;137;L;;156.72;347.99;1115.24;53.16;27.83;3.51;NA;NA;NA;NA
1775;SF;17.8;L;;159.53;344.06;1113.98;15.11;8.76;1.34;NA;NA;NA;NA
1778;WH;77.3;L;;153.1;338.26;1113.76;45.78;35.18;3.8;NA;NA;NA;NA
1779;SF;49.2;L;;151.12;345.03;1114.14;39.23;22.3;1.89;NA;NA;NA;NA
1780;WH;48.2;L;;151.38;347.1;1114.47;31.74;22.86;2.75;NA;NA;NA;NA
1781;WH;35.4;L;;152.32;349.93;1114.89;23.11;16.86;2.35;NA;NA;NA;NA
1783;WH;12.6;L;;150.98;340.57;1113.6;7.72;6.17;1.64;NA;NA;NA;NA
1786;SF;24.1;L;;177.17;344.39;1115.14;19.95;11.48;1.45;NA;NA;NA;NA
1787;SF;11.7;L;;177.06;342.78;1114.98;10.43;6.13;1.24;NA;NA;NA;NA
1788;DF;118;L;;176.99;335.62;1114.53;51.75;25.71;3.15;NA;NA;NA;NA
1791;DF;136.5;L;;183.63;342.85;1115.13;53.13;27.77;3.5;NA;NA;NA;NA
1792;SF;14.9;L;;186.63;341.75;1114.04;12.88;7.51;1.29;NA;NA;NA;NA
1793;WH;24.2;L;;185.62;337.37;1113.57;15.55;11.61;2;NA;NA;NA;NA
1794;WH;88.8;L;;186.07;332.65;1113.22;48.35;37.38;4.04;NA;NA;NA;NA
1796;DF;142.8;L;;192.33;334.93;1112.54;53.46;28.48;3.62;NA;NA;NA;NA
1797;SF;14.1;L;;194.61;337.67;1111.93;12.27;7.16;1.28;NA;NA;NA;NA
1798;SF;18;L;;195.35;331.33;1110.72;15.26;8.84;1.35;NA;NA;NA;NA
1799;SF;11.5;L;;198.99;331.95;1110.12;10.27;6.04;1.23;NA;NA;NA;NA
1800;DF;124;L;;196.84;336.98;1111.89;52.28;26.38;3.27;NA;NA;NA;NA
1801;WH;78.4;L;;201.36;336.13;1110.31;46.03;35.39;3.83;NA;NA;NA;NA
1802;SF;10.2;L;;202.88;335.79;1109.98;9.27;5.48;1.21;NA;NA;NA;NA
1803;SF;10.5;L;;202.76;332.46;1109.46;9.5;5.61;1.21;NA;NA;NA;NA
1804;SF;10;L;;202.96;329.24;1108.76;9.12;5.39;1.21;NA;NA;NA;NA
1805;WH;69.4;L;;201.72;325.23;1108.39;44.02;33.67;3.65;NA;NA;NA;NA
1806;DF;104.1;L;;198.83;326.31;1109.32;50.15;24.16;2.89;NA;NA;NA;NA
1808;WH;25.4;L;;195.37;326.55;1110.12;16.36;12.17;2.04;NA;NA;NA;NA
1809;WH;44.4;L;;192.72;324.58;1110.75;29.18;21.08;2.63;NA;NA;NA;NA
1810;WH;42.8;L;;190.47;328.67;1111.75;28.1;20.33;2.58;NA;NA;NA;NA
1812;SF;13.7;L;;183.72;323.72;1112.9;11.96;6.99;1.27;NA;NA;NA;NA
1815;SF;12.9;L;;179.04;329.75;1113.84;11.35;6.64;1.26;NA;NA;NA;NA
1816;DF;108.5;L;;176.85;325.36;1114.14;50.72;24.65;2.97;NA;NA;NA;NA
1817;DF;95.1;L;;177;324.09;1114.33;48.75;23.16;2.72;NA;NA;NA;NA
1819;SF;10.8;L;;179.99;323.09;1113.33;9.73;5.74;1.22;NA;NA;NA;NA
1820;SF;14.4;L;;177.32;321.83;1113.8;12.5;7.29;1.28;NA;NA;NA;NA
1822;SF;37;L;;173.24;322.67;1113.91;29.86;17.04;1.68;NA;NA;NA;NA
1824;SF;42.6;L;;172.8;321.07;1113.79;34.16;19.46;1.77;NA;NA;NA;NA
1825;WH;12.4;L;;180.59;316.41;1113.23;7.58;6.08;1.64;NA;NA;NA;NA
1831;WH;36.8;L;;189.6;315.66;1111.38;24.05;17.52;2.39;NA;NA;NA;NA
1832;WH;52.8;L;;189.45;317.4;1111.56;40.31;30.51;3.31;NA;NA;NA;NA
1833;WH;23.4;L;;194.27;318.08;1109.98;15.01;11.23;1.98;NA;NA;NA;NA
1835;WH;27.5;L;;195.57;316.81;1109.4;17.77;13.16;2.11;NA;NA;NA;NA
1836;WH;24.6;L;;198.52;310.66;1108.95;15.82;11.8;2.02;NA;NA;NA;NA
1837;WH;73.5;L;;200.47;308.04;1108.58;44.93;34.46;3.73;NA;NA;NA;NA
1839;WH;13.8;L;;208.62;330.85;1102.99;8.53;6.73;1.68;NA;NA;NA;NA
1841;DF;62.5;L;;213.38;330.96;1103.72;40.15;19.53;2.11;NA;NA;NA;NA
1843;WH;19.1;L;;215.88;332.06;1104.76;12.1;9.22;1.84;NA;NA;NA;NA
1846;SF;11.9;L;;219.88;326.69;1103.72;10.58;6.21;1.24;NA;NA;NA;NA
1847;SF;12;L;;225.8;328.46;1104.71;10.66;6.26;1.24;NA;NA;NA;NA
1848;WH;13.7;L;;226.03;328.07;1104.38;8.46;6.69;1.68;NA;NA;NA;NA
1849;SF;15;L;;225.99;327.6;1104.36;12.96;7.55;1.29;NA;NA;NA;NA
1850;SF;21.7;L;;226;325.89;1104.18;18.11;10.44;1.41;NA;NA;NA;NA
1851;SF;22.7;L;;229.1;324.7;1104.19;18.87;10.87;1.43;NA;NA;NA;NA
1852;SF;10.9;L;;232.09;329.64;1105.68;9.81;5.78;1.22;NA;NA;NA;NA
1854;DF;109.3;L;;229.48;319.64;1104.27;50.82;24.74;2.99;NA;NA;NA;NA
1855;DF;112.8;L;;220.49;323.64;1103.67;51.22;25.13;3.05;NA;NA;NA;NA
1857;SF;27.7;L;;220.61;319.38;1103.18;22.71;13.03;1.51;NA;NA;NA;NA
1859;SF;21.3;L;;228.23;316.23;1103.52;17.8;10.27;1.4;NA;NA;NA;NA
1860;DF;79;L;;225.06;311.81;1103.28;45.31;21.37;2.42;NA;NA;NA;NA
1862;SF;14.8;L;;219.84;307.96;1102.52;12.81;7.46;1.29;NA;NA;NA;NA
1863;DF;65.6;L;;220.4;305.07;1103.04;41.26;19.88;2.17;NA;NA;NA;NA
1864;DF;95.4;L;;221.81;300.11;1103.19;48.8;23.2;2.73;NA;NA;NA;NA
1865;DF;91.7;L;;220.38;298.69;1103.24;48.13;22.78;2.66;NA;NA;NA;NA
1866;SF;22.7;L;;220.66;293.5;1103.02;18.87;10.87;1.43;NA;NA;NA;NA
1867;WH;43.9;L;;218.58;290.08;1103.18;28.84;20.85;2.62;NA;NA;NA;NA
1868;WH;21.3;L;;215.97;290.19;1102.29;13.59;10.25;1.91;NA;NA;NA;NA
1869;WH;68.4;L;;214.48;291.47;1102.56;43.79;33.48;3.63;NA;NA;NA;NA
1870;WH;57.3;L;;212.51;285.77;1101.99;41.31;31.36;3.4;NA;NA;NA;NA
1871;WH;22;L;;211.43;284.02;1101.78;14.06;10.58;1.93;NA;NA;NA;NA
1872;WH;70.2;L;;210.15;281.33;1101.59;44.2;33.83;3.66;NA;NA;NA;NA
1873;WH;60.9;L;;211.12;279.44;1101.67;42.12;32.05;3.47;NA;NA;NA;NA
1874;WH;27.2;L;;215.05;278.13;1106.26;17.57;13.02;2.1;NA;NA;NA;NA
1875;WH;76;L;;218.65;279.36;1106.52;45.49;34.93;3.78;NA;NA;NA;NA
1876;WH;57.7;L;;218.12;276.69;1106.38;41.4;31.44;3.41;NA;NA;NA;NA
1881;WH;22;L;;215.79;273.65;1105.93;14.06;10.58;1.93;NA;NA;NA;NA
1883;WH;21.9;L;;209.69;275.21;1105.88;13.99;10.53;1.93;NA;NA;NA;NA
1884;SF;58;L;;210.15;265;1105.3;41.43;23.01;2.3;NA;NA;NA;NA
1885;WH;11.5;L;;210.96;263.62;1105.04;6.98;5.66;1.61;NA;NA;NA;NA
1889;WH;26.9;L;;209.96;258.74;1104.82;17.37;12.88;2.09;NA;NA;NA;NA
1890;WH;22.3;L;;211.24;257.23;1104.83;14.26;10.72;1.94;NA;NA;NA;NA
1891;WH;81.8;L;;206.54;258.64;1105.22;46.79;36.04;3.89;NA;NA;NA;NA
1892;WH;12.8;L;;211.07;255.55;1104.96;7.85;6.27;1.65;NA;NA;NA;NA
1893;WH;40.3;L;;205.84;255.38;1105.15;26.41;19.16;2.5;NA;NA;NA;NA
1894;SF;38.2;L;;201.79;259.17;1106.49;30.78;17.56;1.7;NA;NA;NA;NA
1899;SF;39.5;L;;209.3;251.13;1104.98;31.78;18.12;1.72;NA;NA;NA;NA
1900;WH;26.2;L;;202.83;249.47;1105.35;16.9;12.55;2.07;NA;NA;NA;NA
1902;WH;20.5;L;;207.7;244.64;1104.81;13.05;9.88;1.89;NA;NA;NA;NA
1904;DF;118.4;L;;196;246.56;1107.72;51.79;25.76;3.16;NA;NA;NA;NA
1905;WH;75.7;L;;193.53;244.69;1108.22;45.42;34.88;3.77;NA;NA;NA;NA
1906;WH;63.5;L;;192.78;242.71;1108.43;42.7;32.55;3.53;NA;NA;NA;NA
1907;WH;88.4;L;;202.24;238.41;1105.82;48.26;37.3;4.03;NA;NA;NA;NA
1908;WH;53;L;;203.77;235.12;1105.58;40.35;30.54;3.32;NA;NA;NA;NA
1910;WH;49.4;L;;199.53;234.52;1106.68;32.55;23.42;2.79;NA;NA;NA;NA
1911;WH;74.7;L;;192.14;237.02;1108.47;45.2;34.68;3.75;NA;NA;NA;NA
1916;WH;65.3;L;;194.34;226.58;1108.14;43.1;32.89;3.56;NA;NA;NA;NA
1917;WH;11.9;L;;197.86;224.77;1107.57;7.25;5.84;1.62;NA;NA;NA;NA
1918;WH;53.7;L;;201.02;222.49;1106.99;40.51;30.68;3.33;NA;NA;NA;NA
1919;WH;11;L;;195.24;220.19;1107.79;6.64;5.42;1.59;NA;NA;NA;NA
1920;WH;88.2;L;;191.44;222.74;1108.95;48.22;37.26;4.02;NA;NA;NA;NA
1921;DF;123.6;L;;188.73;216.08;1110.97;52.25;26.34;3.26;NA;NA;NA;NA
1923;SF;10.5;L;;184.69;215.34;1111.15;9.5;5.61;1.21;NA;NA;NA;NA
1924;WH;14.8;L;;189.2;215.37;1111;9.2;7.2;1.71;NA;NA;NA;NA
1925;WH;80.8;L;;190.3;214.5;1110.87;46.56;35.85;3.87;NA;NA;NA;NA
1926;WH;19.5;L;;191.55;213.95;1110.59;12.37;9.41;1.86;NA;NA;NA;NA
1929;WH;86.9;L;;196.12;214.83;1107.88;47.93;37.01;4;NA;NA;NA;NA
1932;DF;66.7;L;;190.06;211.03;1109.21;41.64;20;2.19;NA;NA;NA;NA
1934;SF;13.2;L;;191.83;208.44;1110.26;11.58;6.77;1.26;NA;NA;NA;NA
1935;WH;27.8;L;;189.53;208.81;1110.49;17.98;13.3;2.11;NA;NA;NA;NA
1937;SF;14.5;L;;177.77;206.13;1111.35;12.58;7.33;1.28;NA;NA;NA;NA
1938;DF;146.5;L;;182.15;205.24;1111.21;53.63;28.89;3.69;NA;NA;NA;NA
1939;WH;93.2;L;;180.45;200.54;1110.34;49.33;38.21;4.12;NA;NA;NA;NA
1940;SF;11.3;L;;181.65;206.08;1110.12;10.12;5.95;1.23;NA;NA;NA;NA
1941;SF;23.4;L;;185.41;208.54;1110.27;19.41;11.17;1.44;NA;NA;NA;NA
1944;WH;40.6;L;;192.62;201.89;1109.43;26.61;19.3;2.51;NA;NA;NA;NA
1947;SF;10.7;L;;192.34;198.19;1108.69;9.66;5.69;1.22;NA;NA;NA;NA
1948;SF;30.9;L;;191.06;196.82;1108.98;25.17;14.41;1.57;NA;NA;NA;NA
1949;SF;11.9;L;;188.43;197.49;1109.2;10.58;6.21;1.24;NA;NA;NA;NA
1953;SF;35.4;L;;182.93;196.61;1109.27;28.63;16.35;1.65;NA;NA;NA;NA
1955;SF;13.2;L;;187.86;187.13;1109.62;11.58;6.77;1.26;NA;NA;NA;NA
1956;SF;13.4;L;;187.51;189.68;1109.94;11.73;6.86;1.27;NA;NA;NA;NA
1957;SF;18.2;L;;186.09;189.85;1110;15.42;8.93;1.35;NA;NA;NA;NA
1958;SF;26.3;L;;180.46;195.55;1109.98;21.64;12.42;1.49;NA;NA;NA;NA
1959;SF;22.2;L;;181.74;189.28;1110.06;18.49;10.66;1.42;NA;NA;NA;NA
1960;SF;11.7;L;;179.2;194.72;1110.81;10.43;6.13;1.24;NA;NA;NA;NA
1961;SF;15.9;L;;178.33;192.9;1110.52;13.65;7.94;1.31;NA;NA;NA;NA
1962;SF;12.9;L;;179.4;189.81;1110.21;11.35;6.64;1.26;NA;NA;NA;NA
1963;SF;10.2;L;;179.28;185.3;1109.53;9.27;5.48;1.21;NA;NA;NA;NA
1964;SF;111;L;;181.26;185.04;1109.55;59.05;41.4;2.77;NA;NA;NA;NA
1966;SF;15.8;L;;185.61;183.18;1109.43;13.57;7.9;1.31;NA;NA;NA;NA
1972;SF;18.6;L;;186.52;177.72;1108.77;15.72;9.1;1.36;NA;NA;NA;NA
1975;SF;43.9;L;;179.81;181.76;1109.29;35.15;20.02;1.8;NA;NA;NA;NA
1976;SF;23.7;L;;177.88;179.86;1108.77;19.64;11.3;1.44;NA;NA;NA;NA
1977;SF;33.2;L;;177.26;176.84;1108.3;26.94;15.4;1.61;NA;NA;NA;NA
1979;SF;39.4;L;;175.51;175.03;1107.79;31.7;18.08;1.72;NA;NA;NA;NA
1980;SF;19;L;;175.5;173.5;1107.49;16.03;9.28;1.36;NA;NA;NA;NA
1981;SF;11.8;L;;179.82;176.51;1108.2;10.5;6.17;1.24;NA;NA;NA;NA
1982;SF;24.2;L;;179.59;173.83;1107.9;20.03;11.52;1.45;NA;NA;NA;NA
1983;SF;16.63;L;;181.15;175.54;1108.17;14.21;8.25;1.32;NA;NA;NA;NA
1984;SF;19.7;L;;182.01;175.54;1108.39;16.57;9.58;1.37;NA;NA;NA;NA
1985;SF;22;L;;182.98;177.5;1108.57;18.34;10.57;1.41;NA;NA;NA;NA
1989;SF;25;L;;181.72;172.19;1107.74;20.64;11.86;1.47;NA;NA;NA;NA
1990;WH;81;L;;180.98;167.83;1106.94;46.61;35.89;3.88;NA;NA;NA;NA
1992;WH;18;L;;181.89;162.51;1105.67;11.36;8.7;1.81;NA;NA;NA;NA
1993;SF;20;L;;180.89;163.63;1105.94;16.8;9.71;1.38;NA;NA;NA;NA
1994;SF;49.8;L;;174.42;164.76;1105.89;39.69;22.56;1.9;NA;NA;NA;NA
1995;SF;10.7;L;;174.46;165.23;1105.95;9.66;5.69;1.22;NA;NA;NA;NA
1996;SF;44.2;L;;173.35;165.68;1105.98;35.39;20.15;1.8;NA;NA;NA;NA
1997;SF;19.9;L;;175.16;161.51;1105.02;16.72;9.66;1.38;NA;NA;NA;NA
1999;SF;47.6;L;;170.31;158.96;1104.41;38;21.61;1.86;NA;NA;NA;NA
2000;SF;17.4;L;;172.94;158.53;1104.26;14.8;8.59;1.33;NA;NA;NA;NA
2001;SF;13.3;L;;179.35;159.96;1104.86;11.65;6.82;1.26;NA;NA;NA;NA
2002;SF;19;L;;177.95;157.79;1104.48;16.03;9.28;1.36;NA;NA;NA;NA
2003;DF;74.3;L;;177.22;156.4;1104.48;44.02;20.85;2.33;NA;NA;NA;NA
2004;SF;10.4;L;;179.51;158.27;1104.48;9.43;5.57;1.21;NA;NA;NA;NA
2012;SF;43.7;L;;173.92;151.33;1103.67;35;19.93;1.79;NA;NA;NA;NA
2013;SF;35.3;L;;167.82;154.9;1103.89;28.55;16.31;1.65;NA;NA;NA;NA
2015;SF;16.8;L;;165;150.07;1103.91;14.34;8.33;1.32;NA;NA;NA;NA
2018;SF;37.9;L;;164.14;143.83;1104.29;30.55;17.43;1.69;NA;NA;NA;NA
2019;SF;53;L;;163.17;141.96;1104.53;39.77;21.27;2.26;NA;NA;NA;NA
2021;WH;37.8;L;;172.05;146.48;1103.57;24.73;17.99;2.43;NA;NA;NA;NA
2022;WH;51.7;L;;170.83;143.29;1103.61;40.06;30.3;3.29;NA;NA;NA;NA
2024;SF;24.8;L;;173.46;138.82;1101.55;20.49;11.78;1.46;NA;NA;NA;NA
2025;DF;81.3;L;;171.38;139.22;1102.1;45.89;21.62;2.46;NA;NA;NA;NA
2026;SF;11.5;L;;171.85;134.13;1101.49;10.27;6.04;1.23;NA;NA;NA;NA
2028;WH;18.8;L;;169.46;133.2;1101.91;11.9;9.08;1.84;NA;NA;NA;NA
2029;SF;31.8;L;;169.12;132.49;1102;25.86;14.8;1.59;NA;NA;NA;NA
2030;WH;11.9;L;;167.76;131.17;1102.41;7.25;5.84;1.62;NA;NA;NA;NA
2031;WH;18.1;L;;167.42;132.39;1102.47;11.43;8.75;1.81;NA;NA;NA;NA
2035;WH;15.8;L;;166.32;135.82;1103.11;9.88;7.67;1.74;NA;NA;NA;NA
2036;SF;10.9;L;;165.66;137.8;1103.58;9.81;5.78;1.22;NA;NA;NA;NA
2038;WH;12.3;L;;163.46;139.31;1104.37;7.52;6.03;1.63;NA;NA;NA;NA
2039;SF;11.9;L;;157.58;127.48;1105.36;10.58;6.21;1.24;NA;NA;NA;NA
2040;SF;12;L;;159.19;130.32;1105.09;10.66;6.26;1.24;NA;NA;NA;NA
2041;WH;11.7;L;;161.13;126.21;1104.01;7.11;5.75;1.61;NA;NA;NA;NA
2042;SF;10.8;L;;164.38;127.68;1102.68;9.73;5.74;1.22;NA;NA;NA;NA
2043;SF;10.7;L;;165.8;129.99;1102.63;9.66;5.69;1.22;NA;NA;NA;NA
2044;SF;40.1;L;;167.72;127.65;1101.79;32.24;18.38;1.73;NA;NA;NA;NA
2045;WH;18.3;L;;166.75;124.57;1101.58;11.56;8.84;1.82;NA;NA;NA;NA
2046;DF;115.4;L;;146.7;128.18;1109;51.5;25.42;3.1;NA;NA;NA;NA
2047;DF;85.9;L;;142.33;125;1109.89;46.95;22.14;2.55;NA;NA;NA;NA
2048;DF;39;L;;142.56;124.25;1109.61;27.26;4.09;1.67;NA;NA;NA;NA
2050;SF;28.3;L;;142.98;123.49;1109.45;23.17;13.29;1.52;NA;NA;NA;NA
2051;SF;14.7;L;;144.63;123.39;1109.23;12.73;7.42;1.29;NA;NA;NA;NA
2052;SF;11.3;L;;144.87;125.16;1108.97;10.12;5.95;1.23;NA;NA;NA;NA
2053;SF;11.8;L;;147.21;123.29;1108.36;10.5;6.17;1.24;NA;NA;NA;NA
2054;WH;15.2;L;;151.31;126.32;1107.33;9.47;7.39;1.72;NA;NA;NA;NA
2055;WH;45.1;L;;151.65;123.32;1107.17;29.65;21.41;2.65;NA;NA;NA;NA
2057;WH;32.9;L;;155.4;122.48;1105.46;21.42;15.69;2.27;NA;NA;NA;NA
2058;WH;33.8;L;;159.9;120.16;1104.12;22.03;16.11;2.3;NA;NA;NA;NA
2060;DF;91.2;L;;162.69;123.31;1103.57;48.04;22.73;2.65;NA;NA;NA;NA
2061;WH;22;L;;163.12;122.66;1103.03;14.06;10.58;1.93;NA;NA;NA;NA
2063;DF;88.3;L;;164.68;113.84;1102.45;47.46;22.4;2.59;NA;NA;NA;NA
2064;WH;22.5;L;;163.01;112.94;1102.62;14.4;10.81;1.95;NA;NA;NA;NA
2065;SF;26.7;L;;161.3;112.43;1102.81;21.95;12.6;1.5;NA;NA;NA;NA
2066;WH;41.5;L;;156.84;112.07;1104.06;27.22;19.72;2.54;NA;NA;NA;NA
2070;DF;91.5;L;;147.98;117.6;1108.06;48.1;22.76;2.65;NA;NA;NA;NA
2072;DF;104;L;;145.53;113.74;1108.83;50.14;24.15;2.89;NA;NA;NA;NA
2081;WH;37.5;L;;142.29;112.78;1109.1;24.52;17.84;2.42;NA;NA;NA;NA
2082;SF;20.2;L;;143.47;111.06;1109.63;16.95;9.79;1.38;NA;NA;NA;NA
2084;SF;10;L;;144.27;108.45;1108.53;9.12;5.39;1.21;NA;NA;NA;NA
2085;SF;10.4;L;;144.49;110.16;1108.56;9.43;5.57;1.21;NA;NA;NA;NA
2086;SF;12.6;L;;145.95;108.79;1108.39;11.12;6.51;1.25;NA;NA;NA;NA
2087;SF;15.8;L;;150.25;107.49;1106.54;13.57;7.9;1.31;NA;NA;NA;NA
2088;WH;22.5;L;;154.63;107.32;1104.9;14.4;10.81;1.95;NA;NA;NA;NA
2089;SF;15.3;L;;153.2;110.65;1105.51;13.19;7.68;1.3;NA;NA;NA;NA
2091;SF;33.5;L;;160.87;107.81;1101.96;27.17;15.53;1.61;NA;NA;NA;NA
2092;DF;110;L;;162;106.31;1101.37;50.9;24.82;3;NA;NA;NA;NA
2096;SF;38.7;L;;160.92;101.76;1102.28;31.16;17.77;1.71;NA;NA;NA;NA
2098;SF;10.4;L;;158.64;101.21;1103.35;9.43;5.57;1.21;NA;NA;NA;NA
2099;SF;13.7;L;;154.72;104.74;1104.52;11.96;6.99;1.27;NA;NA;NA;NA
2100;WH;41;L;;151.63;104.93;1106.05;26.88;19.49;2.53;NA;NA;NA;NA
2102;SF;10.2;L;;146.57;101.62;1107.14;9.27;5.48;1.21;NA;NA;NA;NA
2103;SF;17.8;L;;148.37;100.7;1107.26;15.11;8.76;1.34;NA;NA;NA;NA
2104;SF;10.7;L;;146.53;104.84;1108.01;9.66;5.69;1.22;NA;NA;NA;NA
2105;WH;35.4;L;;144.42;103.71;1108.26;23.11;16.86;2.35;NA;NA;NA;NA
2106;WH;61.1;L;;143.48;101.9;1108.55;42.16;32.09;3.48;NA;NA;NA;NA
2107;SF;38.1;L;;138.83;105.19;1109.6;30.7;17.52;1.69;NA;NA;NA;NA
2108;SF;20.7;L;;140.06;107.8;1109.46;17.34;10.01;1.39;NA;NA;NA;NA
2110;SF;20.4;L;;134.53;102.24;1109.52;17.11;9.88;1.39;NA;NA;NA;NA
2111;SF;11.8;L;;136.56;101.62;1109.62;10.5;6.17;1.24;NA;NA;NA;NA
2112;SF;18.9;L;;140.75;100.68;1109.25;15.95;9.23;1.36;NA;NA;NA;NA
2113;SF;22.5;L;;142.22;99.46;1108.65;18.72;10.79;1.42;NA;NA;NA;NA
2114;SF;24.4;L;;148.15;97.76;1107.27;20.18;11.61;1.46;NA;NA;NA;NA
2115;SF;16.1;L;;148.78;98.36;1107.23;13.8;8.02;1.31;NA;NA;NA;NA
2116;SF;11.5;L;;149.93;97.06;1106.82;10.27;6.04;1.23;NA;NA;NA;NA
2118;SF;13.8;L;;154.06;100.58;1105.13;12.04;7.03;1.27;NA;NA;NA;NA
2119;SF;13.2;L;;156.15;93.65;1104.64;11.58;6.77;1.26;NA;NA;NA;NA
2122;WH;49.2;L;;158.78;97;1103.38;32.42;23.33;2.78;NA;NA;NA;NA
2125;SF;49.6;L;;135.07;97.83;1109.21;39.53;22.48;1.89;NA;NA;NA;NA
2126;SF;10.3;L;;136.38;98.3;1109.19;9.35;5.52;1.21;NA;NA;NA;NA
2127;SF;17.5;L;;137.01;99.48;1109.3;14.88;8.63;1.34;NA;NA;NA;NA
2128;SF;15.8;L;;138.38;99.37;1109.28;13.57;7.9;1.31;NA;NA;NA;NA
2129;SF;17.2;L;;139.75;99.51;1109.21;14.65;8.5;1.33;NA;NA;NA;NA
2131;WH;68.8;L;;132.53;87.61;1108.15;43.88;33.56;3.63;NA;NA;NA;NA
2132;SF;28.3;L;;134.8;85.85;1108.1;23.17;13.29;1.52;NA;NA;NA;NA
2133;SF;14.3;L;;137.64;89.95;1108.14;12.42;7.25;1.28;NA;NA;NA;NA
2134;SF;13.3;L;;138.39;90.26;1108.23;11.65;6.82;1.26;NA;NA;NA;NA
2135;SF;11.3;L;;139.04;90.9;1108.26;10.12;5.95;1.23;NA;NA;NA;NA
2136;DF;103.1;L;;141.47;93.58;1108.59;50.01;24.05;2.87;NA;NA;NA;NA
2137;SF;11.6;L;;143.66;94.54;1108.27;10.35;6.08;1.23;NA;NA;NA;NA
2138;WH;13.7;L;;144.5;96.51;1108.3;8.46;6.69;1.68;NA;NA;NA;NA
2139;SF;11.5;L;;144.77;92.27;1107.95;10.27;6.04;1.23;NA;NA;NA;NA
2140;WH;18.3;L;;143.37;90.3;1107.93;11.56;8.84;1.82;NA;NA;NA;NA
2141;SF;11.5;L;;141.98;89.6;1107.97;10.27;6.04;1.23;NA;NA;NA;NA
2143;SF;21.6;L;;141.29;87.21;1107.68;18.03;10.4;1.41;NA;NA;NA;NA
2144;SF;23.8;L;;139.02;85.87;1107.69;19.72;11.35;1.45;NA;NA;NA;NA
2145;SF;10;L;;137.92;86.14;1107.76;9.12;5.39;1.21;NA;NA;NA;NA
2146;SF;31.8;L;;142.45;84.52;1107.36;25.86;14.8;1.59;NA;NA;NA;NA
2147;SF;12.8;L;;142.23;85.28;1107.48;11.27;6.6;1.25;NA;NA;NA;NA
2148;SF;18;L;;142.57;83.29;1107.26;15.26;8.84;1.35;NA;NA;NA;NA
2149;SF;36.4;L;;139.76;80.09;1107.24;29.39;16.78;1.67;NA;NA;NA;NA
2150;WH;12.3;L;;137.7;78.84;1106.96;7.52;6.03;1.63;NA;NA;NA;NA
2151;SF;23.1;L;;137;76.82;1107.06;19.18;11.04;1.43;NA;NA;NA;NA
2152;SF;22.7;L;;135.93;77.19;1107.05;18.87;10.87;1.43;NA;NA;NA;NA
